360	1.499009871	1.894803808
361	1.497925936	1.896334527
362	1.496840172	1.897893407
363	1.495753771	1.899479358
364	1.494667893	1.90109125
365	1.49358367	1.902727914
366	1.492502202	1.90438814
367	1.491424559	1.906070682
368	1.490351776	1.907774254
369	1.489284856	1.909497529
370	1.488224765	1.911239144
371	1.487172436	1.912997698
372	1.486128761	1.914771749
373	1.485094598	1.916559818
374	1.484070761	1.91836039
375	1.483058025	1.920171909
376	1.482057125	1.921992783
377	1.48106875	1.923821382
378	1.480093544	1.92565604
379	1.479132106	1.927495054
380	1.478184987	1.929336684
381	1.477252688	1.931179152
382	1.476335659	1.933020648
383	1.475434298	1.934859324
384	1.474548951	1.936693297
385	1.473679903	1.938520652
386	1.472827387	1.940339437
387	1.471991571	1.942147669
388	1.471172567	1.943943331
389	1.47037042	1.945724376
390	1.46958511	1.947488724
391	1.468816551	1.949234265
392	1.468064587	1.950958861
393	1.467328989	1.952660345
394	1.466609457	1.954336523
395	1.465905612	1.955985175
396	1.465216999	1.957604057
397	1.464543079	1.959190901
398	1.463883232	1.960743419
399	1.463236752	1.962259301
400	1.462602846	1.96373622
401	1.461980627	1.965171833
402	1.461369117	1.966563782
403	1.460767241	1.967909697
404	1.460173827	1.969207201
405	1.459587599	1.970453908
406	1.459007179	1.971647426
407	1.458431082	1.972785365
408	1.457857712	1.973865336
409	1.457285364	1.974884954
410	1.456712214	1.975841843
411	1.456136325	1.97673364
412	1.455555636	1.977557998
413	1.454967966	1.978312592
414	1.454371008	1.978995119
415	1.453762326	1.979603309
416	1.453139357	1.980134925
417	1.452499403	1.980587771
418	1.451839632	1.980959694
419	1.451157078	1.981248596
420	1.450448633	1.981452434
421	1.449711053	1.981569229
422	1.448940951	1.981597074
423	1.448134797	1.981534136
424	1.447288917	1.981378669
425	1.446399495	1.98112902
426	1.445462569	1.980783632
427	1.444474033	1.98034106
428	1.443429634	1.979799973
429	1.44232498	1.979159166
430	1.44115553	1.978417566
431	1.439916607	1.977574245
432	1.438603393	1.976628426
433	1.437210931	1.975579495
434	1.435734132	1.974427009
435	1.434167776	1.973170706
436	1.432506517	1.971810518
437	1.430744886	1.970346576
438	1.428877298	1.968779227
439	1.426898059	1.967109038
440	1.42480137	1.965336809
441	1.422581336	1.963463587
442	1.420231973	1.96149067
443	1.417747219	1.959419621
444	1.415120942	1.957252279
445	1.412346952	1.954990765
446	1.409419009	1.952637497
447	1.40633084	1.950195196
448	1.403076149	1.947666893
449	1.39964863	1.945055944
450	1.396041985	1.942366034
451	1.392249936	1.939601183
452	1.388266245	1.936765758
453	1.384084726	1.933864475
454	1.37969927	1.930902407
455	1.375103858	1.927884989
456	1.370292582	1.924818019
457	1.365259668	1.921707666
458	1.359999495	1.918560468
459	1.354506614	1.915383334
460	1.348775777	1.912183543
461	1.342801954	1.908968747
462	1.33658036	1.90574696
463	1.330106478	1.902526563
464	1.323376081	1.899316292
465	1.316385263	1.896125232
466	1.309130457	1.892962811
467	1.301608465	1.889838789
468	1.293816483	1.886763241
469	1.285752123	1.883746552
470	1.277413443	1.880799393
471	1.26879897	1.877932707
472	1.259907725	1.875157692
473	1.250739245	1.872485772
474	1.241293614	1.869928582
475	1.231571476	1.867497934
476	1.221574068	1.865205797
477	1.211303232	1.863064258
478	1.20076144	1.861085496
479	1.18995181	1.859281743
480	1.178878125	1.85766525
481	1.167544845	1.856248245
482	1.155957119	1.855042893
483	1.144120797	1.854061251
484	1.132042437	1.853315222
485	1.119729306	1.85281651
486	1.107189381	1.852576567
487	1.094431349	1.852606544
488	1.081464595	1.852917238
489	1.068299193	1.853519043
490	1.054945888	1.854421889
491	1.041416077	1.855635196
492	1.02772178	1.857167817
493	1.01387561	1.859027987
494	0.999890737	1.861223274
495	0.985780846	1.863760526
496	0.971560088	1.866645832
497	0.957243029	1.869884473
498	0.942844595	1.873480892
499	0.928380008	1.877438654
500	0.913864722	1.881760419
501	0.899314355	1.886447926
502	0.884744617	1.891501971
503	0.870171236	1.896922401
504	0.855609885	1.902708113
505	0.841076107	1.908857061
506	0.826585238	1.915366265
507	0.81215234	1.922231837
508	0.797792124	1.929449008
509	0.783518889	1.93701216
510	0.769346455	1.944914868
511	0.755288104	1.953149952
512	0.741356531	1.96170952
513	0.727563797	1.970585035
514	0.713921285	1.979767368
515	0.70043967	1.989246862
516	0.68712889	1.999013402
517	0.673998127	2.009056473
518	0.661055797	2.019365232
519	0.648309539	2.029928573
520	0.635766216	2.040735186
521	0.623431924	2.051773627
522	0.611312001	2.063032371
523	0.599411045	2.074499868
524	0.58773293	2.086164604
525	0.576280839	2.098015138
526	0.565057284	2.110040158
527	0.55406414	2.122228514
528	0.543302679	2.134569257
529	0.532773601	2.147051673
530	0.522477071	2.159665308
531	0.512412756	2.172399995
532	0.502579858	2.185245871
533	0.492977155	2.198193395
534	0.48360303	2.211233362
535	0.47445551	2.224356909
536	0.4655323	2.237555528
537	0.456830812	2.250821062
538	0.448348201	2.264145716
539	0.440081389	2.277522046
540	0.432027099	2.290942966
541	0.424181875	2.304401738
542	0.416542114	2.317891969
543	0.409104083	2.331407604
544	0.401863945	2.344942915
545	0.394817778	2.358492498
546	0.387961589	2.372051258
547	0.381291339	2.385614403
548	0.374802953	2.39917743
549	0.368492334	2.412736118
550	0.36235538	2.426286515
551	0.35638799	2.439824926
552	0.350586079	2.453347906
553	0.344945585	2.466852244
554	0.339462479	2.480334954
555	0.33413277	2.493793269
556	0.328952514	2.507224623
557	0.323917818	2.520626644
558	0.319024845	2.533997148
559	0.314269819	2.547334122
